timestamp,sensor_type,value,unit
2025-09-08 15:30:00,co2,1203.51,ppm
2025-09-08 15:30:00,ppfd,268.0,μmol/m²/s
2025-09-08 15:30:00,solution_temp,21.88,C
2025-09-08 15:30:00,ec,1.25,mS/cm
2025-09-08 15:30:00,ph,5.78,
2025-09-08 15:40:00,air_temp,22.25,C
2025-09-08 15:40:00,humidity,59.42,%
2025-09-08 15:40:00,co2,1066.68,ppm
2025-09-08 15:40:00,ppfd,228.75,μmol/m²/s
2025-09-08 15:40:00,solution_temp,22.94,C
2025-09-08 15:40:00,ec,1.45,mS/cm
2025-09-08 15:40:00,ph,6.18,
2025-09-08 15:50:00,air_temp,20.9,C
2025-09-08 15:50:00,humidity,78.91,%
2025-09-08 15:50:00,co2,1072.07,ppm
2025-09-08 15:50:00,ppfd,292.93,μmol/m²/s
2025-09-08 15:50:00,solution_temp,23.52,C
2025-09-08 15:50:00,ec,1.21,mS/cm
2025-09-08 15:50:00,ph,5.85,
2025-09-08 16:00:00,air_temp,16.37,C
2025-09-08 16:00:00,humidity,85.85,%
2025-09-08 16:00:00,co2,800.85,ppm
2025-09-08 16:00:00,ppfd,399.34,μmol/m²/s
2025-09-08 16:00:00,solution_temp,20.76,C
2025-09-08 16:00:00,ec,1.93,mS/cm
2025-09-08 16:00:00,ph,5.86,
2025-09-08 16:10:00,air_temp,20.92,C
2025-09-08 16:10:00,humidity,79.91,%
2025-09-08 16:10:00,co2,1014.0,ppm
2025-09-08 16:10:00,ppfd,386.38,μmol/m²/s
2025-09-08 16:10:00,solution_temp,19.78,C
2025-09-08 16:10:00,ec,1.22,mS/cm
2025-09-08 16:10:00,ph,5.73,
2025-09-08 16:20:00,air_temp,18.08,C
2025-09-08 16:20:00,humidity,84.2,%
2025-09-08 16:20:00,co2,887.58,ppm
2025-09-08 16:20:00,ppfd,342.24,μmol/m²/s
2025-09-08 16:20:00,solution_temp,22.18,C
2025-09-08 16:20:00,ec,1.68,mS/cm
2025-09-08 16:20:00,ph,6.55,
2025-09-08 16:30:00,air_temp,19.52,C
2025-09-08 16:30:00,humidity,80.4,%
2025-09-08 16:30:00,co2,878.77,ppm
2025-09-08 16:30:00,ppfd,198.33,μmol/m²/s
2025-09-08 16:30:00,solution_temp,19.86,C
2025-09-08 16:30:00,ec,1.48,mS/cm
2025-09-08 16:30:00,ph,5.24,
2025-09-08 16:40:00,air_temp,22.03,C
2025-09-08 16:40:00,humidity,58.06,%
2025-09-08 16:40:00,co2,1248.57,ppm
2025-09-08 16:40:00,ppfd,184.7,μmol/m²/s
2025-09-08 16:40:00,solution_temp,21.87,C
2025-09-08 16:40:00,ec,1.59,mS/cm
2025-09-08 16:40:00,ph,6.35,
2025-09-08 16:50:00,air_temp,18.4,C
2025-09-08 16:50:00,humidity,87.81,%
2025-09-08 16:50:00,co2,1308.27,ppm
2025-09-08 16:50:00,ppfd,186.88,μmol/m²/s
2025-09-08 16:50:00,solution_temp,19.91,C
2025-09-08 16:50:00,ec,1.83,mS/cm
2025-09-08 16:50:00,ph,5.97,
2025-09-08 17:00:00,air_temp,16.55,C
2025-09-08 17:00:00,humidity,68.76,%
2025-09-08 17:00:00,co2,1062.02,ppm
2025-09-08 17:00:00,ppfd,323.85,μmol/m²/s
2025-09-08 17:00:00,solution_temp,20.22,C
2025-09-08 17:00:00,ec,1.25,mS/cm
2025-09-08 17:00:00,ph,5.81,
2025-09-08 17:10:00,air_temp,24.02,C
2025-09-08 17:10:00,humidity,59.56,%
2025-09-08 17:10:00,co2,1100.14,ppm
2025-09-08 17:10:00,ppfd,365.09,μmol/m²/s
2025-09-08 17:10:00,solution_temp,22.93,C
2025-09-08 17:10:00,ec,1.8,mS/cm
2025-09-08 17:10:00,ph,6.45,
2025-09-08 17:20:00,air_temp,21.31,C
2025-09-08 17:20:00,humidity,63.35,%
2025-09-08 17:20:00,co2,1060.07,ppm
2025-09-08 17:20:00,ppfd,425.65,μmol/m²/s
2025-09-08 17:20:00,solution_temp,17.13,C
2025-09-08 17:20:00,ec,1.8,mS/cm
2025-09-08 17:20:00,ph,6.16,
2025-09-08 17:30:00,air_temp,18.6,C
2025-09-08 17:30:00,humidity,65.59,%
2025-09-08 17:30:00,co2,1068.41,ppm
2025-09-08 17:30:00,ppfd,256.17,μmol/m²/s
2025-09-08 17:30:00,solution_temp,16.61,C
2025-09-08 17:30:00,ec,1.66,mS/cm
2025-09-08 17:30:00,ph,6.53,
2025-09-08 17:40:00,air_temp,21.53,C
2025-09-08 17:40:00,humidity,73.1,%
2025-09-08 17:40:00,co2,1253.99,ppm
2025-09-08 17:40:00,ppfd,335.79,μmol/m²/s
2025-09-08 17:40:00,solution_temp,23.93,C
2025-09-08 17:40:00,ec,1.84,mS/cm
2025-09-08 17:40:00,ph,6.61,
2025-09-08 17:50:00,air_temp,23.52,C
2025-09-08 17:50:00,humidity,69.36,%
2025-09-08 17:50:00,co2,729.75,ppm
2025-09-08 17:50:00,ppfd,379.32,μmol/m²/s
2025-09-08 17:50:00,solution_temp,23.49,C
2025-09-08 17:50:00,ec,1.8,mS/cm
2025-09-08 17:50:00,ph,6.03,
2025-09-08 18:00:00,air_temp,17.14,C
2025-09-08 18:00:00,humidity,66.14,%
2025-09-08 18:00:00,co2,1140.33,ppm
2025-09-08 18:00:00,ppfd,312.46,μmol/m²/s
2025-09-08 18:00:00,solution_temp,22.8,C
2025-09-08 18:00:00,ec,1.7,mS/cm
2025-09-08 18:00:00,ph,6.4,
2025-09-08 18:10:00,air_temp,20.83,C
2025-09-08 18:10:00,humidity,84.03,%
2025-09-08 18:10:00,co2,742.12,ppm
2025-09-08 18:10:00,ppfd,224.78,μmol/m²/s
2025-09-08 18:10:00,solution_temp,23.11,C
2025-09-08 18:10:00,ec,1.34,mS/cm
2025-09-08 18:10:00,ph,5.35,
2025-09-08 18:20:00,air_temp,20.29,C
2025-09-08 18:20:00,humidity,66.9,%
2025-09-08 18:20:00,co2,1113.99,ppm
2025-09-08 18:20:00,ppfd,302.65,μmol/m²/s
2025-09-08 18:20:00,solution_temp,22.54,C
2025-09-08 18:20:00,ec,1.61,mS/cm
2025-09-08 18:20:00,ph,6.42,
2025-09-08 18:30:00,air_temp,20.31,C
2025-09-08 18:30:00,humidity,70.34,%
2025-09-08 18:30:00,co2,1157.53,ppm
2025-09-08 18:30:00,ppfd,199.68,μmol/m²/s
2025-09-08 18:30:00,solution_temp,19.24,C
2025-09-08 18:30:00,ec,1.21,mS/cm
2025-09-08 18:30:00,ph,5.51,
2025-09-08 18:40:00,air_temp,16.92,C
2025-09-08 18:40:00,humidity,86.35,%
2025-09-08 18:40:00,co2,1014.63,ppm
2025-09-08 18:40:00,ppfd,296.55,μmol/m²/s
2025-09-08 18:40:00,solution_temp,18.26,C
2025-09-08 18:40:00,ec,1.21,mS/cm
2025-09-08 18:40:00,ph,5.39,
2025-09-08 18:50:00,air_temp,17.1,C
2025-09-08 18:50:00,humidity,80.64,%
2025-09-08 18:50:00,co2,1221.85,ppm
2025-09-08 18:50:00,ppfd,385.2,μmol/m²/s
2025-09-08 18:50:00,solution_temp,16.42,C
2025-09-08 18:50:00,ec,1.81,mS/cm
2025-09-08 18:50:00,ph,6.38,
2025-09-08 19:00:00,air_temp,22.22,C
2025-09-08 19:00:00,humidity,82.57,%
2025-09-08 19:00:00,co2,1044.52,ppm
2025-09-08 19:00:00,ppfd,363.12,μmol/m²/s
2025-09-08 19:00:00,solution_temp,16.96,C
2025-09-08 19:00:00,ec,1.52,mS/cm
2025-09-08 19:00:00,ph,5.54,
2025-09-08 19:10:00,air_temp,22.75,C
2025-09-08 19:10:00,humidity,82.0,%
2025-09-08 19:10:00,co2,856.27,ppm
2025-09-08 19:10:00,ppfd,371.33,μmol/m²/s
2025-09-08 19:10:00,solution_temp,23.98,C
2025-09-08 19:10:00,ec,1.09,mS/cm
2025-09-08 19:10:00,ph,5.5,
2025-09-08 19:20:00,air_temp,19.7,C
2025-09-08 19:20:00,humidity,78.55,%
2025-09-08 19:20:00,co2,988.25,ppm
2025-09-08 19:20:00,ppfd,203.72,μmol/m²/s
2025-09-08 19:20:00,solution_temp,17.15,C
2025-09-08 19:20:00,ec,1.95,mS/cm
2025-09-08 19:20:00,ph,5.95,
2025-09-08 19:30:00,air_temp,23.79,C
2025-09-08 19:30:00,humidity,84.28,%
2025-09-08 19:30:00,co2,814.77,ppm
2025-09-08 19:30:00,ppfd,422.72,μmol/m²/s
2025-09-08 19:30:00,solution_temp,20.54,C
2025-09-08 19:30:00,ec,1.44,mS/cm
2025-09-08 19:30:00,ph,5.89,
2025-09-08 19:40:00,air_temp,19.85,C
2025-09-08 19:40:00,humidity,75.7,%
2025-09-08 19:40:00,co2,1007.68,ppm
2025-09-08 19:40:00,ppfd,204.27,μmol/m²/s
2025-09-08 19:40:00,solution_temp,19.49,C
2025-09-08 19:40:00,ec,1.89,mS/cm
2025-09-08 19:40:00,ph,5.25,
2025-09-08 19:50:00,air_temp,21.32,C
2025-09-08 19:50:00,humidity,60.67,%
2025-09-08 19:50:00,co2,908.44,ppm
2025-09-08 19:50:00,ppfd,187.48,μmol/m²/s
2025-09-08 19:50:00,solution_temp,17.37,C
2025-09-08 19:50:00,ec,1.5,mS/cm
2025-09-08 19:50:00,ph,5.6,
2025-09-08 20:00:00,air_temp,23.72,C
2025-09-08 20:00:00,humidity,84.02,%
2025-09-08 20:00:00,co2,1101.37,ppm
2025-09-08 20:00:00,ppfd,330.04,μmol/m²/s
2025-09-08 20:00:00,solution_temp,22.67,C
2025-09-08 20:00:00,ec,1.29,mS/cm
2025-09-08 20:00:00,ph,5.49,
2025-09-08 20:10:00,air_temp,20.55,C
2025-09-08 20:10:00,humidity,76.02,%
2025-09-08 20:10:00,co2,1060.19,ppm
2025-09-08 20:10:00,ppfd,251.14,μmol/m²/s
2025-09-08 20:10:00,solution_temp,21.66,C
2025-09-08 20:10:00,ec,1.16,mS/cm
2025-09-08 20:10:00,ph,5.41,
2025-09-08 20:20:00,air_temp,23.38,C
2025-09-08 20:20:00,humidity,68.82,%
2025-09-08 20:20:00,co2,1315.57,ppm
2025-09-08 20:20:00,ppfd,288.58,μmol/m²/s
2025-09-08 20:20:00,solution_temp,20.68,C
2025-09-08 20:20:00,ec,1.17,mS/cm
2025-09-08 20:20:00,ph,5.96,
2025-09-08 20:30:00,air_temp,16.81,C
2025-09-08 20:30:00,humidity,64.51,%
2025-09-08 20:30:00,co2,842.46,ppm
2025-09-08 20:30:00,ppfd,242.5,μmol/m²/s
2025-09-08 20:30:00,solution_temp,23.73,C
2025-09-08 20:30:00,ec,1.36,mS/cm
2025-09-08 20:30:00,ph,6.16,
2025-09-08 20:40:00,air_temp,23.76,C
2025-09-08 20:40:00,humidity,72.05,%
2025-09-08 20:40:00,co2,1248.51,ppm
2025-09-08 20:40:00,ppfd,227.39,μmol/m²/s
2025-09-08 20:40:00,solution_temp,21.88,C
2025-09-08 20:40:00,ec,1.36,mS/cm
2025-09-08 20:40:00,ph,5.45,
2025-09-08 20:50:00,air_temp,18.96,C
2025-09-08 20:50:00,humidity,64.85,%
2025-09-08 20:50:00,co2,811.64,ppm
2025-09-08 20:50:00,ppfd,228.4,μmol/m²/s
2025-09-08 20:50:00,solution_temp,20.3,C
2025-09-08 20:50:00,ec,1.72,mS/cm
2025-09-08 20:50:00,ph,5.78,
2025-09-08 21:00:00,air_temp,19.95,C
2025-09-08 21:00:00,humidity,76.78,%
2025-09-08 21:00:00,co2,1064.23,ppm
2025-09-08 21:00:00,ppfd,349.05,μmol/m²/s
2025-09-08 21:00:00,solution_temp,22.81,C
2025-09-08 21:00:00,ec,1.19,mS/cm
2025-09-08 21:00:00,ph,6.34,
2025-09-08 21:10:00,air_temp,17.86,C
2025-09-08 21:10:00,humidity,73.08,%
2025-09-08 21:10:00,co2,892.71,ppm
2025-09-08 21:10:00,ppfd,399.57,μmol/m²/s
2025-09-08 21:10:00,solution_temp,21.42,C
2025-09-08 21:10:00,ec,1.39,mS/cm
2025-09-08 21:10:00,ph,6.09,
2025-09-08 21:20:00,air_temp,23.59,C
2025-09-08 21:20:00,humidity,69.6,%
2025-09-08 21:20:00,co2,892.44,ppm
2025-09-08 21:20:00,ppfd,231.41,μmol/m²/s
2025-09-08 21:20:00,solution_temp,20.89,C
2025-09-08 21:20:00,ec,1.31,mS/cm
2025-09-08 21:20:00,ph,5.49,
2025-09-08 21:30:00,air_temp,22.79,C
2025-09-08 21:30:00,humidity,77.86,%
2025-09-08 21:30:00,co2,751.43,ppm
2025-09-08 21:30:00,ppfd,383.27,μmol/m²/s
2025-09-08 21:30:00,solution_temp,17.27,C
2025-09-08 21:30:00,ec,1.4,mS/cm
2025-09-08 21:30:00,ph,6.43,
2025-09-08 21:40:00,air_temp,21.66,C
2025-09-08 21:40:00,humidity,76.42,%
2025-09-08 21:40:00,co2,1156.24,ppm
2025-09-08 21:40:00,ppfd,397.24,μmol/m²/s
2025-09-08 21:40:00,solution_temp,22.61,C
2025-09-08 21:40:00,ec,1.59,mS/cm
2025-09-08 21:40:00,ph,6.78,
2025-09-08 21:50:00,air_temp,22.48,C
2025-09-08 21:50:00,humidity,57.54,%
2025-09-08 21:50:00,co2,1005.39,ppm
2025-09-08 21:50:00,ppfd,254.51,μmol/m²/s
2025-09-08 21:50:00,solution_temp,21.76,C
2025-09-08 21:50:00,ec,1.3,mS/cm
2025-09-08 21:50:00,ph,5.51,
2025-09-08 22:00:00,air_temp,22.04,C
2025-09-08 22:00:00,humidity,76.82,%
2025-09-08 22:00:00,co2,743.27,ppm
2025-09-08 22:00:00,ppfd,347.7,μmol/m²/s
2025-09-08 22:00:00,solution_temp,19.12,C
2025-09-08 22:00:00,ec,1.56,mS/cm
2025-09-08 22:00:00,ph,5.57,
2025-09-08 22:10:00,air_temp,16.74,C
2025-09-08 22:10:00,humidity,69.37,%
2025-09-08 22:10:00,co2,951.6,ppm
2025-09-08 22:10:00,ppfd,250.94,μmol/m²/s
2025-09-08 22:10:00,solution_temp,24.17,C
2025-09-08 22:10:00,ec,1.8,mS/cm
2025-09-08 22:10:00,ph,6.26,
2025-09-08 22:20:00,air_temp,19.09,C
2025-09-08 22:20:00,humidity,57.75,%
2025-09-08 22:20:00,co2,1149.69,ppm
2025-09-08 22:20:00,ppfd,429.06,μmol/m²/s
2025-09-08 22:20:00,solution_temp,16.82,C
2025-09-08 22:20:00,ec,1.15,mS/cm
2025-09-08 22:20:00,ph,6.06,
2025-09-08 22:30:00,air_temp,23.04,C
2025-09-08 22:30:00,humidity,80.99,%
2025-09-08 22:30:00,co2,1202.92,ppm
2025-09-08 22:30:00,ppfd,297.99,μmol/m²/s
2025-09-08 22:30:00,solution_temp,21.21,C
2025-09-08 22:30:00,ec,1.13,mS/cm
2025-09-08 22:30:00,ph,6.43,
2025-09-08 22:40:00,air_temp,19.37,C
2025-09-08 22:40:00,humidity,62.05,%
2025-09-08 22:40:00,co2,911.32,ppm
2025-09-08 22:40:00,ppfd,211.41,μmol/m²/s
2025-09-08 22:40:00,solution_temp,17.32,C
2025-09-08 22:40:00,ec,1.12,mS/cm
2025-09-08 22:40:00,ph,6.48,
2025-09-08 22:50:00,air_temp,20.53,C
2025-09-08 22:50:00,humidity,70.29,%
2025-09-08 22:50:00,co2,944.62,ppm
2025-09-08 22:50:00,ppfd,287.39,μmol/m²/s
2025-09-08 22:50:00,solution_temp,19.1,C
2025-09-08 22:50:00,ec,1.76,mS/cm
2025-09-08 22:50:00,ph,5.27,
2025-09-08 23:00:00,air_temp,23.72,C
2025-09-08 23:00:00,humidity,79.9,%
2025-09-08 23:00:00,co2,888.61,ppm
2025-09-08 23:00:00,ppfd,404.56,μmol/m²/s
2025-09-08 23:00:00,solution_temp,19.96,C
2025-09-08 23:00:00,ec,1.61,mS/cm
2025-09-08 23:00:00,ph,5.7,
2025-09-08 23:10:00,air_temp,20.74,C
2025-09-08 23:10:00,humidity,73.39,%
2025-09-08 23:10:00,co2,1123.21,ppm
2025-09-08 23:10:00,ppfd,377.73,μmol/m²/s
2025-09-08 23:10:00,solution_temp,22.45,C
2025-09-08 23:10:00,ec,1.45,mS/cm
2025-09-08 23:10:00,ph,5.5,
2025-09-08 23:20:00,air_temp,23.77,C
2025-09-08 23:20:00,humidity,69.52,%
2025-09-08 23:20:00,co2,1318.09,ppm
2025-09-08 23:20:00,ppfd,295.62,μmol/m²/s
2025-09-08 23:20:00,solution_temp,23.61,C
2025-09-08 23:20:00,ec,1.21,mS/cm
2025-09-08 23:20:00,ph,6.26,
2025-09-08 23:30:00,air_temp,22.59,C
2025-09-08 23:30:00,humidity,78.0,%
2025-09-08 23:30:00,co2,771.28,ppm
2025-09-08 23:30:00,ppfd,277.59,μmol/m²/s
2025-09-08 23:30:00,solution_temp,16.28,C
2025-09-08 23:30:00,ec,1.9,mS/cm
2025-09-08 23:30:00,ph,6.0,
2025-09-08 23:40:00,air_temp,22.92,C
2025-09-08 23:40:00,humidity,74.51,%
2025-09-08 23:40:00,co2,1116.65,ppm
2025-09-08 23:40:00,ppfd,271.23,μmol/m²/s
2025-09-08 23:40:00,solution_temp,18.89,C
2025-09-08 23:40:00,ec,1.15,mS/cm
2025-09-08 23:40:00,ph,5.38,
2025-09-08 23:50:00,air_temp,17.68,C
2025-09-08 23:50:00,humidity,77.71,%
2025-09-08 23:50:00,co2,1307.54,ppm
2025-09-08 23:50:00,ppfd,421.98,μmol/m²/s
2025-09-08 23:50:00,solution_temp,20.1,C
2025-09-08 23:50:00,ec,1.7,mS/cm
2025-09-08 23:50:00,ph,6.16,
2025-09-09 00:00:00,air_temp,17.03,C
2025-09-09 00:00:00,humidity,73.77,%
2025-09-09 00:00:00,co2,727.85,ppm
2025-09-09 00:00:00,ppfd,436.01,μmol/m²/s
2025-09-09 00:00:00,solution_temp,18.69,C
2025-09-09 00:00:00,ec,1.11,mS/cm
2025-09-09 00:00:00,ph,5.95,
2025-09-09 00:10:00,air_temp,23.26,C
2025-09-09 00:10:00,humidity,78.6,%
2025-09-09 00:10:00,co2,826.99,ppm
2025-09-09 00:10:00,ppfd,354.55,μmol/m²/s
2025-09-09 00:10:00,solution_temp,19.88,C
2025-09-09 00:10:00,ec,1.95,mS/cm
2025-09-09 00:10:00,ph,6.17,
2025-09-09 00:20:00,air_temp,18.34,C
2025-09-09 00:20:00,humidity,67.94,%
2025-09-09 00:20:00,co2,1033.49,ppm
2025-09-09 00:20:00,ppfd,234.35,μmol/m²/s
2025-09-09 00:20:00,solution_temp,22.81,C
2025-09-09 00:20:00,ec,1.79,mS/cm
2025-09-09 00:20:00,ph,6.16,
2025-09-09 00:30:00,air_temp,16.61,C
2025-09-09 00:30:00,humidity,75.75,%
2025-09-09 00:30:00,co2,820.78,ppm
2025-09-09 00:30:00,ppfd,343.94,μmol/m²/s
2025-09-09 00:30:00,solution_temp,23.17,C
2025-09-09 00:30:00,ec,1.39,mS/cm
2025-09-09 00:30:00,ph,6.17,
2025-09-09 00:40:00,air_temp,22.97,C
2025-09-09 00:40:00,humidity,65.88,%
2025-09-09 00:40:00,co2,724.68,ppm
2025-09-09 00:40:00,ppfd,193.01,μmol/m²/s
2025-09-09 00:40:00,solution_temp,22.17,C
2025-09-09 00:40:00,ec,1.83,mS/cm
2025-09-09 00:40:00,ph,5.46,
2025-09-09 00:50:00,air_temp,24.13,C
2025-09-09 00:50:00,humidity,70.68,%
2025-09-09 00:50:00,co2,1081.82,ppm
2025-09-09 00:50:00,ppfd,290.16,μmol/m²/s
2025-09-09 00:50:00,solution_temp,23.96,C
2025-09-09 00:50:00,ec,1.48,mS/cm
2025-09-09 00:50:00,ph,5.64,
2025-09-09 01:00:00,air_temp,19.12,C
2025-09-09 01:00:00,humidity,75.24,%
2025-09-09 01:00:00,co2,1137.2,ppm
2025-09-09 01:00:00,ppfd,217.48,μmol/m²/s
2025-09-09 01:00:00,solution_temp,18.87,C
2025-09-09 01:00:00,ec,1.45,mS/cm
2025-09-09 01:00:00,ph,6.35,
2025-09-09 01:10:00,air_temp,21.96,C
2025-09-09 01:10:00,humidity,86.71,%
2025-09-09 01:10:00,co2,931.71,ppm
2025-09-09 01:10:00,ppfd,398.83,μmol/m²/s
2025-09-09 01:10:00,solution_temp,18.43,C
2025-09-09 01:10:00,ec,1.19,mS/cm
2025-09-09 01:10:00,ph,5.47,
2025-09-09 01:20:00,air_temp,21.01,C
2025-09-09 01:20:00,humidity,67.38,%
2025-09-09 01:20:00,co2,881.01,ppm
2025-09-09 01:20:00,ppfd,302.39,μmol/m²/s
2025-09-09 01:20:00,solution_temp,20.01,C
2025-09-09 01:20:00,ec,1.69,mS/cm
2025-09-09 01:20:00,ph,6.0,
2025-09-09 01:30:00,air_temp,16.25,C
2025-09-09 01:30:00,humidity,87.5,%
2025-09-09 01:30:00,co2,1103.65,ppm
2025-09-09 01:30:00,ppfd,408.91,μmol/m²/s
2025-09-09 01:30:00,solution_temp,19.85,C
2025-09-09 01:30:00,ec,1.09,mS/cm
2025-09-09 01:30:00,ph,5.91,
2025-09-09 01:40:00,air_temp,20.37,C
2025-09-09 01:40:00,humidity,69.09,%
2025-09-09 01:40:00,co2,792.65,ppm
2025-09-09 01:40:00,ppfd,278.21,μmol/m²/s
2025-09-09 01:40:00,solution_temp,23.68,C
2025-09-09 01:40:00,ec,1.78,mS/cm
2025-09-09 01:40:00,ph,6.27,
2025-09-09 01:50:00,air_temp,19.24,C
2025-09-09 01:50:00,humidity,61.75,%
2025-09-09 01:50:00,co2,722.31,ppm
2025-09-09 01:50:00,ppfd,309.74,μmol/m²/s
2025-09-09 01:50:00,solution_temp,19.79,C
2025-09-09 01:50:00,ec,1.57,mS/cm
2025-09-09 01:50:00,ph,5.75,
2025-09-09 02:00:00,air_temp,18.45,C
2025-09-09 02:00:00,humidity,78.57,%
2025-09-09 02:00:00,co2,1248.27,ppm
2025-09-09 02:00:00,ppfd,334.42,μmol/m²/s
2025-09-09 02:00:00,solution_temp,20.71,C
2025-09-09 02:00:00,ec,1.91,mS/cm
2025-09-09 02:00:00,ph,6.52,
2025-09-09 02:10:00,air_temp,17.27,C
2025-09-09 02:10:00,humidity,78.56,%
2025-09-09 02:10:00,co2,904.34,ppm
2025-09-09 02:10:00,ppfd,341.79,μmol/m²/s
2025-09-09 02:10:00,solution_temp,16.38,C
2025-09-09 02:10:00,ec,1.21,mS/cm
2025-09-09 02:10:00,ph,5.84,
